Wd,Wn,Wout,Ib,N,DC Gain,GB,SR,Custo
4.287989838914813e-06,5.169270196932897e-06,3.230943096611394e-05,9.247914485813084e-05,46,961.8473202345376,8317637.711026555,25892410.0,0.2180313680243732
1.803890519099513e-05,2.6376318773759077e-05,3.8977874541454347e-05,1.7996273274487923e-05,39,1377.0107912033584,5370317.96370243,7455907.5,0.1698044449181997
1.671907847031509e-05,3.451143455884626e-05,4.677516725833318e-06,6.131831905749181e-05,12,411.2993438805003,14125375.446227267,27262068.0,0.28402860306892536
4.705445577058091e-05,3.508232639531477e-05,1.4527228447252304e-05,7.373656822653661e-05,3,791.0222482316407,17378008.28749341,32509264.0,0.2385091154917944
4.120126194788385e-05,2.1866658744470265e-05,2.552993280246764e-05,1.2851846816033698e-05,37,1400.5161052022947,5011872.336272632,5935439.0,0.18653000640475084
1.222502190501725e-05,9.949129171577034e-06,2.5188377906914e-05,4.595858226667304e-05,20,1201.022183362987,11220184.543019421,19497544.0,0.18936015255070815
2.0756663822990262e-05,2.8848681621826265e-05,1.400286980829372e-05,8.957798035211168e-05,24,669.5910486851425,20417379.446694892,40093708.0,0.25306574590806635
1.4505944898541676e-05,3.247538576932737e-05,3.637807780332448e-05,2.27662254436315e-05,20,1288.9329074116622,7079457.843841248,10414710.0,0.17882180717997484
3.317648118448582e-05,3.6005084680337034e-05,9.054315944127287e-06,6.144918343840813e-05,22,644.5758315273393,18620871.366628308,29625560.0,0.2560644585314189
4.688507170726019e-05,3.716659213751306e-06,4.673021256954371e-06,3.367231085221494e-05,43,891.2341440942946,12882495.51693109,33975290.0,0.22649616052771196
1.672253563008477e-05,1.623699462779396e-05,3.498819093265585e-05,3.4572449449730736e-05,17,1310.8428758302728,9999999.999999812,14989517.0,0.17619533792089634
8.92583449218409e-06,1.6762675852915086e-05,1.5251086749444154e-06,3.679375123071433e-05,31,243.16337764869553,8128305.1616408415,15290310.0,0.30418399253439776
3.635026646682745e-05,8.79885445082322e-06,3.579254701267972e-05,7.383724151328136e-05,20,1409.9797058632805,21379620.8950219,30191504.0,0.16431125705188807
3.887849640212027e-06,2.9251837627945864e-05,1.8663459383283638e-05,6.390188249907444e-05,7,632.2124801371596,8317637.711026555,27020920.0,0.2575465219349385
4.992642077004513e-05,2.3459082292771667e-05,2.8263632971667834e-05,3.020530713534432e-06,27,1500.3180457299131,1905460.717963216,3779706.0,0.267051145550241
4.6943059527738125e-06,3.676613221656645e-05,9.946327827532213e-06,4.174513406283137e-05,12,617.1305967292798,7413102.413009037,19158062.0,0.25935447082756014
2.5860482322883987e-05,1.7558366964367727e-05,7.017475413840155e-06,9.466985190776109e-05,12,501.31093422934686,21877616.239495095,40877124.0,0.2732384152194896
3.5801044748519985e-05,4.468922675208566e-05,2.908998178437206e-05,4.3353719497083254e-05,31,1130.0723870082788,12882495.51693109,20562402.0,0.1978652975834703
3.32746012749485e-05,4.9300656644817526e-05,1.4965792509458611e-05,7.444846065353085e-05,42,730.167489562109,18620871.366628308,36253536.0,0.2458041124475363
3.973271769778038e-06,3.4917934275543876e-05,2.715968251049103e-05,5.5571567017384394e-05,26,746.7455846325046,7079457.843841248,22789960.0,0.24381680437640785
7.77986833389859e-06,3.3443554778598215e-05,4.0631307071881605e-05,4.316694265984564e-05,31,1056.550782713703,7762471.166286773,17309722.0,0.20667873947751766
2.5169038522832245e-05,2.3742809198171815e-05,4.380920368229381e-05,1.5543717920232005e-05,43,1440.752418754886,4786300.923226297,6127255.5,0.1786286151873513
3.7471274829484034e-05,1.0491668890487309e-05,2.250552496161556e-05,3.5038391082756124e-05,19,1336.0584646369273,12589254.11794143,15610213.0,0.17317260563827072
1.8716265402110508e-05,4.108060476783234e-06,7.1809358921184545e-06,8.4437521778468e-05,3,745.2871757027115,13803842.64602858,30667398.0,0.24399163193197904
4.1005292203633636e-05,4.353654577895371e-05,4.266778231881221e-05,2.4432261156054236e-05,21,1348.7778613219325,8709635.899560643,11504514.0,0.17164786111336236
3.5653470140324836e-05,4.153932081503195e-05,9.151029998147723e-06,4.438423011698564e-05,16,737.0752924372267,14791083.881681785,22176608.0,0.2449760358591712
3.4761658588534063e-06,3.899824229267768e-05,1.3184274916462589e-05,9.792810964298037e-05,6,392.8901749708206,9549925.86021418,34583276.0,0.2862354121022687
1.519715632323229e-05,1.4030067209961744e-05,1.570140118925567e-05,9.437930699054584e-05,7,766.4095665330141,18620871.366628308,40977160.0,0.2414595739602793
2.219753237860465e-05,1.5267401656754492e-05,2.8065321575571103e-05,4.229654731556817e-05,32,1246.5348133614466,11748975.549395071,17436614.0,0.18390430152861215
4.262719099442646e-05,4.267694713250185e-05,9.904518116721539e-06,4.7515650167351165e-05,9,751.7742415860313,15848931.924610823,29013212.0,0.24321399141700298
2.696577716778701e-05,4.4942556769311954e-05,4.743653752754043e-05,3.706467395720306e-05,37,1270.6390471131645,9549925.86021418,15453622.0,0.1810147935314781
3.1574588014117e-06,4.5771160136040434e-05,1.2186018677080119e-05,9.416171405420728e-05,49,362.6822078145047,7762471.166286773,28675034.0,0.2898566084271308
1.7605122046699083e-05,2.2980504896072098e-05,3.773462143691128e-05,5.119181596776535e-05,30,1184.5826414726153,12022644.3461739,20450164.0,0.1913308514847933
1.151010492444518e-05,4.893316883704523e-05,1.9873049793740228e-05,8.117043837236984e-05,38,686.3256840542971,13489628.825916274,36350300.0,0.25105967248435307
4.850504040488483e-05,3.4411365339229795e-05,4.7730545337173814e-05,8.666087203212389e-06,13,1477.1590492672037,4265795.18801585,4471572.0,0.2146113837040705
3.993066176847462e-05,4.417169262977326e-05,1.220573550994882e-05,6.736431338354114e-05,42,710.798618216529,18620871.366628308,33574270.0,0.2481259663270244
5.403310571196648e-06,2.211104499579796e-05,1.9301666580321177e-05,5.586960880428765e-06,29,1352.304530277502,2137962.0895021963,2760855.8,0.29661494929928434
4.562450361246129e-05,1.8520766955190335e-05,3.914833981173337e-05,3.454317595733044e-05,11,1405.041333377479,12589254.11794143,15686900.0,0.1649032471121211
3.7476414282654025e-05,4.465647524265764e-05,3.598837377453036e-05,2.709289760249394e-05,26,1290.104208283514,9120108.393558927,12964079.0,0.1786813968574096
4.105521388155128e-05,2.048337354625251e-05,2.319373486071135e-05,5.662603295870698e-05,24,1106.4102567593434,18197008.586099476,24980910.0,0.20070180818520864
4.843029740880206e-05,3.50250531184461e-05,1.0227417374126844e-05,7.036217244209862e-05,29,667.2531498608103,21877616.239495095,33815380.0,0.25334600278820535
2.9681148897774176e-05,7.660220733504318e-06,2.7709745742429762e-05,4.549224787155647e-06,36,1572.1816807498014,2137962.0895021963,2359520.8,0.295342885410575
3.5988176951004578e-06,1.9017767094132363e-05,2.0150754860678056e-05,6.654456127333593e-06,21,1311.3329325570946,2290867.652767734,3375484.8,0.27568929607077364
4.3355898650141545e-05,1.7623592728744653e-06,1.6249722103155421e-06,1.9932427939785162e-05,7,679.6655540234935,7413102.413009037,91743350.0,0.25185805915717513
4.471791928165503e-05,3.433094544815977e-05,3.3550543776817244e-05,4.661129200610075e-06,4,1542.7323237498003,6606934.480075838,6028703.0,0.16967280428859496
2.4570006935221322e-05,3.7082515047582723e-05,2.302698035666068e-05,3.82101927527215e-05,26,1086.3418033127139,11748975.549395071,18249776.0,0.20310752484566938
4.696228528382683e-05,5.724443579293916e-06,4.708434440501339e-05,7.731241869427515e-05,15,1700.8496581556499,23442288.15319876,31633304.0,0.12944306493543475
4.463721414971552e-05,1.944468045417056e-05,9.195401195962297e-06,6.840509723342988e-05,45,700.6959766048798,20892961.308539983,30708570.0,0.24933702592882398
1.2689724199655766e-05,3.513110469785961e-06,2.7630840142666402e-05,3.144604660325031e-05,10,1626.4773641624831,9120108.393558927,13974648.0,0.13835848371505655
1.5201247195935036e-05,1.827330011367971e-05,4.071976158610856e-06,4.053099303252369e-05,12,518.2979983303694,10964781.961431643,18257532.0,0.27120208176565247
2.552687795302301e-05,4.589151591118372e-05,3.4667432598865806e-05,7.217304929223185e-05,3,1018.3358843229021,16982436.52461711,33248874.0,0.21125977099452306
2.589194546597621e-05,1.700780651840872e-05,6.137273458359039e-06,5.3506369403276826e-05,13,613.9756692835338,15488166.18912451,24405352.0,0.259732669453526
3.281134543410785e-05,3.962857878579881e-05,3.7243338009086604e-05,8.858331909342421e-05,14,1020.2463946543741,23988329.19019443,39348830.0,0.2110307475400437
3.213878821544335e-05,4.661536000176007e-05,9.516168951546668e-06,9.744621328208262e-05,3,515.1806821647632,17782794.100388877,38234436.0,0.2715757717191642
2.2843691868144263e-06,1.0180045294601288e-05,6.249381965630697e-06,1.0084268355313904e-05,8,992.7608089529937,3630780.5477009495,4718130.5,0.2542857463909844
2.398989098867265e-06,4.599323688358005e-05,3.7916400815606814e-05,3.513184388041629e-05,28,822.0574809782927,4168693.8347032797,14353866.0,0.23478875025894497
2.754638914501909e-05,2.018469549901625e-05,4.674894644742349e-05,4.0941728844070336e-05,22,1367.8420114757464,12022644.3461739,16732798.0,0.16936253585077923
2.8499146733363882e-05,4.876003283441187e-06,4.510212580304179e-05,8.133562619140331e-06,18,1692.2880947765684,3630780.5477009495,3973541.8,0.2125942541073913
4.1332309546122726e-05,1.404800296166291e-05,2.3665127296417274e-05,8.042611473530068e-05,23,1098.0033448998538,23988329.19019443,34212716.0,0.2017095912700978
1.2721271591778403e-05,3.750751136992719e-05,3.514658920779905e-05,6.845021335178568e-06,23,1399.3577104627423,2818382.9312644056,3384771.8,0.25583880026571554
3.874364607970847e-05,8.905111175077698e-06,4.7580266331671745e-05,8.02151838788291e-05,35,1510.7020904899343,19498445.99758007,27938504.0,0.15223710697240733
2.6513649814135465e-05,2.0004186807882873e-05,2.81280210550933e-05,5.453079650150463e-05,24,1152.2413095593781,15488166.18912451,23380402.0,0.19520778605835573
3.476972331157086e-05,1.226793133395158e-05,1.172179156284176e-05,9.347079939044271e-05,30,763.5999678347711,25703957.82768813,40175750.0,0.24179637611673585
1.2583223552520604e-05,1.9210350803212573e-05,1.1570718893632165e-05,8.588259496002523e-05,23,615.9587160809793,16595869.07437528,37201544.0,0.25949495065113926
3.586104793717813e-05,4.683306329542252e-05,2.4253498188285977e-05,3.571738706331637e-05,5,1130.3473834682377,12302687.70812358,17464668.0,0.19783233223479257
3.661840332666833e-05,1.7471618890165816e-05,4.048493113597432e-05,6.564820434453636e-05,30,1294.0811644582463,17782794.100388877,25398762.0,0.17820465709502983
4.701568899262651e-05,3.0362340648367494e-05,2.4014345346643603e-05,6.551333351545468e-05,15,1024.3234535609586,21379620.8950219,30167840.0,0.21054200790879438
4.498626623624124e-06,3.975826447638024e-05,2.6837778324542638e-05,7.733404292400509e-05,27,649.3157660095751,8709635.899560643,30703520.0,0.2554962563336894
1.288525349592445e-06,4.117210362899414e-05,2.450503932372647e-05,8.742528294950772e-05,36,421.3373154263748,4073802.778041055,13470733.0,0.2828252958260747
1.0907685890275077e-05,3.828025076530434e-05,1.3342337158235764e-05,9.936592925569909e-05,5,528.8866428138653,15848931.924610823,42104530.0,0.2699327623079581
2.6014123628947522e-05,4.026376117043135e-05,2.161661997850033e-05,2.207076373134271e-05,29,1198.672505028595,7762471.166286773,11294133.0,0.1896418215059569
3.3906071272759135e-05,3.5231620404291094e-05,3.0414722052815386e-05,8.911667195761624e-05,29,968.5886470417552,22387211.385682955,37807972.0,0.2172232478442675
3.968883801273731e-05,3.918067629167729e-05,2.5006599919948877e-05,3.080843978724671e-05,19,1189.1002404889925,11220184.543019421,15081917.0,0.19078930187072451
2.692828756017259e-05,2.205528825086995e-05,1.5814913629232352e-05,3.3922240932092444e-05,16,1068.1100571723766,11748975.549395071,16013411.0,0.20529306522902493
2.781195629823469e-05,2.208006731634605e-05,4.521075367922959e-05,5.685381085995507e-05,37,1278.948960152919,13489628.825916274,20899278.0,0.18001863823232248
2.4692690301453548e-05,3.5852712134397745e-05,1.1983839694997217e-05,1.8255554109941095e-05,27,1085.0555666633086,6918309.709189237,9720591.0,0.2032617131564427
3.520137967342843e-05,3.3484108241861315e-05,3.796054378277515e-05,6.946424219960688e-05,8,1131.7363008687732,20417379.446694892,31795402.0,0.19766583501370086
1.7927146137432765e-05,2.9231308701430865e-05,3.328433190629058e-05,9.768860306517522e-05,11,917.5673069716132,20892961.308539983,42541492.0,0.22333945845173653
1.0492957190801043e-05,1.3215994022963838e-05,3.886697792195752e-05,5.0770867379378246e-05,8,1217.0226407108723,11481536.214968609,22255680.0,0.18744208911252805
3.253681237801927e-05,2.1706005293434814e-05,3.552608194245089e-05,1.7830624289814363e-05,32,1418.9385320558845,6309573.444801817,7671578.5,0.1638232197471058
3.2398109941949056e-05,4.8266436001904206e-05,3.385957872955897e-05,6.21144248786439e-06,27,1407.5197247908004,2754228.703338119,3344924.8,0.25740733087723017
1.3717206241949084e-05,2.5630852784593562e-05,2.64698693952698e-05,8.631952864023155e-05,17,860.1132164435958,16982436.52461711,36974852.0,0.2302267984833166
2.9331712740587867e-05,8.348296470645946e-06,4.087592199994917e-05,8.579465274371846e-06,30,1592.6380129546621,3388441.5613919664,3931941.5,0.2214513239160607
2.7840150967957043e-05,2.665099278737973e-05,6.277115129766112e-06,6.245376313579e-05,22,536.3034137811086,17782794.100388877,28994440.0,0.26904367289555414
4.36171090922625e-05,4.4513398621545175e-05,7.402843218786118e-06,1.3268738272310651e-05,28,1010.8368980171267,5754399.373371464,19216416.0,0.21215871601489286
1.7052887493354342e-05,3.926452653830494e-05,2.9653405132066653e-05,4.287040287016691e-05,16,1087.3684228411587,11748975.549395071,19996476.0,0.20298445827703207
4.478529645592374e-05,3.183459589334233e-06,3.502334826103046e-05,7.080483206585285e-05,13,1806.5884241533397,22387211.385682955,30145336.0,0.11676757343860862
1.9546615379574144e-05,9.324820611615615e-06,4.3848130124699e-05,2.2012408222580087e-05,33,1543.7138714931903,6456542.290346436,8298053.5,0.14827980195325285
2.9119196543373296e-05,6.719140608174726e-06,2.8204355597097235e-05,6.132815165244262e-05,31,1408.7077111443941,16982436.52461711,24301722.0,0.16446373810357354
3.829610936497677e-05,3.273515941155766e-05,1.938234410110426e-05,6.553389461844143e-05,27,919.188651194954,19498445.99758007,30180232.0,0.22314509894013765
4.068188933310361e-06,4.423764295157827e-05,9.759717497178991e-06,1.7375773249346676e-05,15,876.1669364308262,4466835.921509551,8810420.0,0.22830235015757186
4.563220648153874e-05,1.9590997769067438e-05,4.599660712357569e-06,1.506754343738867e-06,21,1407.9184255392372,4466835.921509551,34397284.0,0.16455835414039158
3.1637892898995826e-05,2.8298156937247475e-05,2.0705587121358942e-05,4.968848163857096e-05,42,1030.0154962279287,14125375.446227267,22163860.0,0.2098596712298669
1.095178161399388e-05,3.601783251019924e-05,2.102602682103055e-05,1.5108335070841054e-06,6,1555.3328122490593,7244359.600749766,2815615.8,0.2612735601706194
2.037394261112442e-05,3.9910424265104455e-05,5.943240495052577e-06,5.3766121034654995e-05,48,512.2897411860279,13182567.385563815,27471718.0,0.2719223248252841
5.736730407544035e-06,4.84597647702294e-05,2.2892621918367174e-05,9.187621604339406e-05,34,581.1785478973529,10471285.480508799,37254296.0,0.2636642420355249
3.5744166904402625e-06,4.2793295646005075e-05,3.728105849454903e-05,1.3049009074938493e-05,20,1182.4878720143693,3235936.5692962264,6135415.5,0.20678317884812839
4.399992236702679e-05,2.023174491462617e-05,3.025161754971166e-06,1.516993273825653e-06,23,1321.0668169455566,4168693.8347032797,44509420.0,0.1749697374757988
2.6912933302061796e-05,4.736093243225584e-05,4.8902818435215243e-05,8.848632684944382e-05,49,1054.71997886928,15135612.484361785,30707808.0,0.2068982080739532
1.4522927148058235e-05,5.8231517318818425e-06,2.0662563677947952e-05,2.9356217801081944e-05,1,1505.4848127296336,7244359.600749766,13301085.0,0.15286253095256533
3.9319884125233434e-05,2.9523776646595324e-05,1.5249825014596295e-05,8.091277015251448e-05,42,780.7567983601305,21877616.239495095,36036950.0,0.23973969182139018
3.101902983030556e-05,2.0370287399634e-05,4.3126418884157246e-05,2.0006475097731423e-06,15,1555.619792990128,5248074.602497631,3176586.5,0.248964408320258
4.663913455155537e-05,1.4348979894264462e-05,3.326732066089701e-05,4.173047445646043e-05,28,1378.4778622337872,13803842.64602858,17214958.0,0.16808755751551097
2.650204353145693e-05,3.682887848700169e-05,4.5196675023757315e-05,3.90332476274919e-05,47,1271.2928653128517,9120108.393558927,15036402.0,0.18093641672281754
2.5004933442953344e-05,5.228044450913492e-06,2.4980039837680007e-05,8.60301967558362e-05,35,1311.853216243699,20417379.446694892,33119458.0,0.17607422281993548
4.3498770218760024e-05,1.2530540058292572e-06,2.5525507827181714e-05,5.881146292112807e-05,5,2036.3720176036447,17378008.28749341,26237172.0,0.08922214147325798
1.2824654955315334e-05,1.0758010594387942e-05,1.0388715389966083e-05,4.5560671403979706e-05,5,879.5206472627756,10964781.961431643,20481444.0,0.22790032226617285
4.253984650869409e-05,3.901221396576247e-05,4.990380342249306e-05,6.87530273377421e-05,36,1210.157059225062,16595869.07437528,26286666.0,0.18826510438912072
5.79711953282346e-06,1.353719106367507e-05,3.1421499631801063e-05,8.419889535357592e-05,11,860.8704965304098,11481536.214968609,34139050.0,0.2301360191252396
4.89194424842022e-05,1.4741538123079698e-05,1.1636268480292529e-06,9.652499838007963e-05,40,1.4531754134696524,2137962.0895021963,27505732.0,0.34925433379249354
1.1230027180307078e-05,2.0534264261534933e-05,1.8736616220879294e-05,5.488038236753041e-05,26,898.0627411391971,12022644.3461739,23876486.0,0.22567757878088315
1.3124192914160739e-05,3.682756205239178e-05,1.8372518224813603e-05,2.7066929804841975e-05,13,1064.4645236113279,8317637.711026555,13206197.0,0.20573007552717307
3.8587269969690925e-05,1.2215656591654703e-05,2.9338132555426084e-05,9.019302097925258e-05,15,1186.7217424228884,25703957.82768813,38678140.0,0.19107442560682694
1.2652436813426432e-05,4.437862949240935e-05,1.1132993379346717e-05,5.944214592183652e-05,43,633.0361919534539,12302687.70812358,29408670.0,0.2574477790375275
2.5070759003296786e-05,9.062918271304989e-06,2.231426307634625e-05,1.029687432833812e-05,31,1491.6949640632804,4168693.8347032797,4568366.5,0.21058665309747707
2.193619163410582e-05,3.0157373989605838e-05,3.749742214624549e-05,1.4834830573778646e-05,26,1393.0920006672907,5248074.602497631,6766815.0,0.1741325536069169
3.1622533668599244e-05,4.009814629497012e-05,4.7996501568240296e-05,2.9553783055407025e-05,8,1344.8297592144397,10471285.480508799,14026760.0,0.17212114197889863
4.65504070056473e-05,3.9125390187575496e-05,1.7808414464373015e-05,5.97838255009259e-05,15,906.2418667561892,19952623.149688404,28695180.0,0.22469710169443866
2.870376844847903e-06,1.371221173133048e-05,2.4446482651284643e-06,8.234049265325593e-06,17,748.5497316977276,2951209.226666335,3953289.2,0.29684773719996205
3.061535423375884e-06,5.773887049418378e-06,2.5617070881258713e-05,5.064827470415015e-05,29,979.2024236359865,6025595.860743467,18509186.0,0.21595091566126914
3.211243999268091e-05,2.9181740217821185e-05,4.714814487008102e-05,4.70222813437826e-05,10,1299.603923512048,14791083.881681785,21192232.0,0.17754261338036223
4.476009376216901e-05,5.307525967456182e-06,4.201409679310966e-05,8.366195903499975e-05,19,1657.0791339748032,24547089.15684982,33505600.0,0.13469008008480832
1.3520694671095437e-05,2.8781767832969482e-05,2.1507978283688174e-05,9.202299002892518e-06,25,1344.1584535542954,3630780.5477009495,4604280.0,0.22293341498659106
4.541377538179445e-05,4.580763127293059e-06,3.5703817632186452e-06,3.2180074056851955e-06,37,1336.6672866869424,2041737.9446694953,38228860.0,0.20786717996572268
8.394092011209486e-06,1.496818623538652e-05,3.2756947877578934e-05,6.141532049643548e-05,37,1035.7952199599158,9999999.999999812,22747224.0,0.2091668237360688
4.1360983102808407e-05,2.0071327345512653e-05,1.697097478320792e-05,5.763787454836862e-06,33,1422.804850888062,2818382.9312644056,4028236.0,0.23438955340807502
1.6578993305980802e-05,8.905651276502543e-06,3.3688890629241716e-05,4.884326977383291e-05,45,1359.2350123826611,10964781.961431643,17471964.0,0.17039430450050963
4.164803714315441e-05,4.164902023485521e-05,2.8147240819707617e-05,7.908863159164265e-05,6,976.0925834923518,22908676.52767728,36856784.0,0.21632370942262238
2.0826972606445306e-05,1.5569576726464728e-05,4.708036724694626e-05,5.0725228113269295e-05,6,1356.520346630119,14125375.446227267,22804754.0,0.1707197265189945
3.27998220617354e-06,4.627067836120498e-05,1.492065259405201e-05,5.723891752925902e-05,25,546.7479309561601,6918309.709189237,24981694.0,0.2677916307765483
2.753646431554768e-05,3.478420501017613e-05,4.9569288616257256e-05,2.8523397696381555e-05,49,1355.1489988152657,7079457.843841248,10709486.0,0.1708841175765443
1.7983933548926463e-05,2.1286232876695604e-05,1.2047602440833608e-05,1.786791737520544e-06,36,1427.0871361600148,1318256.7385563862,2217758.2,0.3484575432096326
4.923684171708249e-05,1.1549710009072329e-05,8.761218744403389e-06,7.944316726150703e-05,9,726.3734846502512,22908676.52767728,41575260.0,0.24625892082878997
1.7586029992249624e-06,2.5119929610814763e-05,4.366200212823758e-05,6.92802634577244e-05,3,647.7372807413171,5888436.553555782,20540436.0,0.25568547810497533
5.148739984966478e-06,4.339556805540187e-05,2.0195255259982546e-05,6.324676710822194e-06,15,1289.7992718980922,2630267.991895337,3326237.0,0.2694685248197849
9.02685137947939e-06,2.798977093474089e-05,8.10494053158641e-06,6.382157722781493e-05,48,520.7815698647534,11220184.543019421,28747934.0,0.27090436229097536
3.8429633813960315e-05,2.301816910649519e-05,2.5771906036077935e-05,9.791844773170389e-05,34,963.527929112245,25118864.315095305,39946950.0,0.2178299041304279
8.801625895090521e-06,1.8884104073463183e-05,2.3991577244894074e-05,3.846746110220795e-05,9,1064.9478330235506,9332543.007969735,17440824.0,0.20567213855120067
4.50599387694942e-05,1.8622943951321485e-05,4.613814978923252e-05,4.382555823371216e-05,45,1409.2718763437442,11748975.549395071,15390710.0,0.1643961084965917
3.6599391780942886e-05,2.3438593602905143e-05,8.775851518680369e-06,7.40627827870744e-05,42,628.491119492189,20892961.308539983,33711964.0,0.2579926220455921
3.731640814206656e-05,4.2097475294079044e-05,4.270363644972484e-05,6.411650003850196e-05,15,1158.498551877583,19054607.179632097,28702256.0,0.19445769576696983
4.6629250391567876e-05,4.97875421730286e-05,4.1524686923640634e-05,4.880022213925421e-05,21,1210.1405769917756,15488166.18912451,22546408.0,0.18826708020570893
2.4384405274008647e-05,2.277661089793965e-05,4.7827822917091716e-05,3.044014092577575e-05,9,1392.4494877951934,10232929.922807349,13827230.0,0.16641270137992573
1.328959788315168e-05,2.790832691398056e-06,7.81492109635958e-06,2.6934158943636966e-05,42,1213.284527366596,8128305.1616408415,11724787.0,0.18789019746202953
2.9841667199856647e-05,1.8155524762300923e-05,2.6099637441347328e-05,5.0737848262159494e-05,28,1174.2910526659673,15135612.484361785,21560748.0,0.1925645612333102
2.9687960351162806e-05,4.4788175082255326e-05,1.4668515531899777e-05,1.4529931762843355e-05,46,1180.2129975335852,5248074.602497631,8747350.0,0.1918546649043157
4.605522907337725e-05,2.598248285046092e-05,1.3053964092046554e-05,1.351286187102829e-05,24,1227.0703871782596,6025595.860743467,10828868.0,0.18623761009569884
9.301842986204924e-06,4.996925449023972e-05,3.776575239478888e-06,2.415567240434944e-05,38,547.3480015862292,6456542.290346436,14119488.0,0.2677196969867298
3.4930574339168624e-05,4.7695669456165975e-05,2.1928909148403595e-05,7.501203859162167e-05,38,868.3951951733657,19054607.179632097,34862300.0,0.22923399182460838
2.3860442233355684e-05,2.2260136822136256e-05,4.6451550477965226e-05,5.0100558236146454e-05,7,1299.2811610696333,14454397.707458993,22630372.0,0.1775813047019009
2.188692693753261e-05,1.2885031843689696e-05,7.847025793665304e-06,3.247791702234189e-05,38,877.6762321065596,10471285.480508799,14955056.0,0.228121422525937
1.118210189678386e-05,9.553364649232777e-06,1.8774447144014334e-05,1.473273848684649e-05,36,1360.388727662775,4786300.923226297,6415371.5,0.18265844514079066
3.570076693241239e-05,4.204284357026782e-05,1.5576140365965573e-05,1.0547972751343152e-05,33,1263.7831170280492,4466835.921509551,6081239.0,0.19868679892825772
1.1487045506542711e-05,3.7557689353666765e-06,3.129610007256368e-05,9.870537040054503e-05,27,1286.8836345278603,16218100.97358898,36585468.0,0.17906746487011538
1.84151622154774e-05,2.067045824963436e-05,1.432029038342994e-05,8.581766857069842e-05,15,723.3249193775312,19498445.99758007,37943544.0,0.24662436923200595
3.97505992597726e-05,1.785634916317334e-05,2.060414635393361e-05,1.7531871171934662e-05,20,1338.5134477148204,7244359.600749766,8314165.5,0.17287831322020555
2.5106212018988784e-05,3.0210579696988732e-05,3.0144801113395247e-05,1.5938078464930814e-06,11,1531.8254760095722,6309573.444801817,3571125.2,0.23768159009297796
4.960461303428733e-05,4.723099262542808e-05,1.994429078076927e-06,6.897076871118037e-05,47,163.06863125516145,15848931.924610823,96009310.0,0.3137853933761086
5.311527613325721e-06,1.826040838056145e-05,3.821624985646731e-05,6.284848140513078e-05,15,931.1476850989103,9120108.393558927,25342226.0,0.22171150331293724
2.8375224686737693e-05,4.146540089335187e-05,3.0904477584097936e-06,9.151715727564989e-05,19,227.33387177990494,19952623.149688404,34232950.0,0.30608156307199225
4.386099860211998e-05,3.467402089577759e-05,3.045461055163256e-05,9.918376771559113e-05,4,970.684439193843,25118864.315095305,44891040.0,0.21697201363179822
2.2383479343403314e-05,2.961523701172e-05,4.904407688585671e-05,3.829947192443459e-05,42,1305.985493087292,9120108.393558927,14144004.0,0.1767776192921091
4.321010078080032e-05,4.105585160160657e-05,4.6036022325500434e-05,3.42877194746142e-05,43,1321.1020661425805,9332543.007969735,14018764.0,0.17496551195932972
1.1207559610359832e-06,2.9079381416579192e-05,1.9131245576085316e-05,5.763564109122569e-05,2,488.1133198236126,4786300.923226297,13849036.0,0.2748204863511116
3.2308095362858096e-05,3.350267632087472e-05,2.4666641327259945e-05,2.813693435976432e-05,47,1210.023223905985,8511380.382023606,13146277.0,0.18828114797004328
1.0332699522117115e-05,1.7939660979729343e-05,2.669675443701742e-05,5.854728366381997e-06,43,1435.1466066434032,2187761.6239495156,2626080.5,0.2933829010297225
2.242621513014699e-05,2.5658975377659646e-05,3.3188497440722506e-05,9.858912606654532e-05,36,968.9244644608672,19498445.99758007,37873776.0,0.21718299155036924
4.997941388727552e-05,1.7226351530619935e-05,6.401705470469588e-06,6.403409782709017e-05,18,604.6926521705864,20892961.308539983,36389590.0,0.2608454761273114
1.5621753100693493e-05,1.660696585591051e-05,3.846561515074709e-05,2.8220465467762025e-05,7,1366.5578267249589,8912509.381337289,12980783.0,0.1695164781891012
2.5889144335408076e-05,2.4990361205811446e-05,4.457202615053825e-05,8.971096821497324e-05,7,1129.2383802506038,22387211.385682955,39546240.0,0.19796527459252142
2.8315977618631064e-05,5.425538311938502e-06,4.6275192210917274e-05,2.341179832968214e-05,2,1780.8091513069653,7762471.166286773,11041233.0,0.11985787764894636
3.807221329620446e-05,4.504353059611376e-05,3.9733651819105534e-05,7.312488330438332e-05,7,1096.1428322949412,21379620.8950219,33991756.0,0.2019326212201903
3.93320102008175e-05,5.4384769387345915e-06,3.5755859659292244e-05,5.838212498450419e-05,39,1626.2752708600037,16218100.97358898,21175762.0,0.1383827097584851
3.674138159434561e-05,2.6566552434318257e-05,4.3006253328019696e-05,3.5785051564219187e-05,13,1349.7664597577186,12302687.70812358,16141760.0,0.1715293523436756
1.67888152456119e-05,3.993338695748799e-05,3.8850492102206765e-05,8.164998126674786e-05,19,964.9830308468345,16982436.52461711,34871196.0,0.21765547302666213
2.5199372144036707e-05,3.2229738129773726e-05,1.1005719892426235e-05,3.9816046382886416e-05,33,840.8750225884708,12302687.70812358,19774872.0,0.23253298732828812
